Series ID	Region Name	Region Code	2009	2010	2011	2012	2013	2014	2015	2016	2017
HOWNRATEACS037071	"Gaston County, NC"	37071	70.36875463826540	70.42005630084450	69.49468230025810	68.93465077733460	67.74400360199870	67.92924007068200	67.26083425190000	66.36337515563640	66.00003788560440
HOWNRATEACS037073	"Gates County, NC"	37073	81.29419135415730	82.52344416027280	83.12327852433020	81.64186590871090	79.38430481958110	79.90507670141540	78.27317156820720	78.72966424368290	80.91113805646980
HOWNRATEACS037075	"Graham County, NC"	37075	78.83388619545800	83.22692977365060	84.35034802784220	86.91826811761980	83.99722093561830	85.45897644191710	84.97668997669000	85.05275498241500	84.79849163327830
HOWNRATEACS037077	"Granville County, NC"	37077	75.92240543161980	75.80854777022760	78.74196010029430	76.38419500970730	74.61602286346460	74.85430965903830	74.21668971876440	73.66874770473740	74.83713206445370
HOWNRATEACS037079	"Greene County, NC"	37079	70.94451962110960	67.75022282808160	66.56866862662750	68.12911313068000	66.10398379473330	66.17303195635230	68.03576999064160	67.53294482070670	65.94430541504710
HOWNRATEACS037081	"Guilford County, NC"	37081	65.49717006839190	64.83916272143750	64.78994968011230	64.47372299969260	63.02525032741930	61.94230048089800	61.59938530646020	60.67104332895670	60.78463933160210
HOWNRATEACS037083	"Halifax County, NC"	37083	65.65908498678480	64.87228477619690	62.24843858431640	62.42202664756990	62.06647947180690	62.19770976313830	62.91157509862410	62.76804634795960	63.07595533888980
HOWNRATEACS037085	"Harnett County, NC"	37085	69.25615711558200	67.92766934557980	68.20072107626630	69.03773179637720	67.64718665519250	64.38231117722630	63.67655931040750	63.37779362429700	63.57222487657270
HOWNRATEACS037087	"Haywood County, NC"	37087	75.68150371075850	75.32143476000690	75.00086358768870	74.22559705218930	74.27363791000150	72.60306848375760	72.22838610565840	70.96768730524320	71.21140622893350
HOWNRATEACS037089	"Henderson County, NC"	37089	77.33229664337520	78.21722861155580	78.20021196647080	76.54084635825930	75.07614548266330	74.17443477124920	72.79786526813410	73.48432246747550	73.76245224569420
HOWNRATEACS037091	"Hertford County, NC"	37091	64.92354162733620	65.68402471315090	64.45772465692780	65.93201510775380	64.03122130394860	64.52849358086270	65.86105538188780	65.05838393274170	65.21637754150350
HOWNRATEACS037093	"Hoke County, NC"	37093	77.40096405588590	72.16856481373210	72.05639584169900	69.10281823666290	67.07357929561540	66.15677601670970	66.47673695403570	64.95278069254980	67.28193496666210
HOWNRATEACS037095	"Hyde County, NC"	37095	81.36412459720730	77.98830409356730	71.03035308692960	67.52188963551210	73.98131584178100	70.83663758921490	73.10000000000000	66.24695369618200	68.57261238864720
HOWNRATEACS037097	"Iredell County, NC"	37097	75.64296724081070	76.47539590171440	75.74560841133480	75.01612515650890	74.53632486649410	73.16196486018310	72.98809160305340	71.87808400529550	71.97336956844220
HOWNRATEACS037099	"Jackson County, NC"	37099	70.01088139281830	68.92423513429370	68.92807553457370	71.09422158810290	68.82784878977430	67.86216977046340	68.30247662166170	64.36386870058300	64.32728607382550
HOWNRATEACS037101	"Johnston County, NC"	37101	72.77724496166940	73.11116828030190	72.11972119721200	71.35059841935990	70.29293610532800	70.52762602862870	69.80864956083970	71.12801379317990	70.62950702432100
HOWNRATEACS037103	"Jones County, NC"	37103	72.75903373926930	72.11940298507460	73.32192814732820	70.64110245656080	70.77289886747470	69.86873508353220	69.99900428158920	71.61089337755000	71.48332297493270
HOWNRATEACS037105	"Lee County, NC"	37105	70.81407315669210	71.07206008348980	68.68490164900930	68.30914317767490	67.03536376382610	65.11175396907390	65.36794311659380	65.88629334062440	66.52156909421710
HOWNRATEACS037107	"Lenoir County, NC"	37107	61.76864753722160	62.46653454330520	61.52145755979620	60.77056888444910	59.90553841380380	59.95125913891150	60.65525332406360	60.96345806361070	59.49789760079150
HOWNRATEACS037109	"Lincoln County, NC"	37109	74.78210912759580	76.13294673539520	77.00587340710050	76.68387747971580	77.60922252285760	78.48476334005980	77.51623376623380	77.38601285360050	77.01825201825200
HOWNRATEACS037113	"Macon County, NC"	37113	78.39107645103550	76.08367013235430	72.85223367697590	73.26583951692850	72.32926792724220	70.72739795765580	70.55681546908570	71.38225408251290	72.03266948776370
HOWNRATEACS037115	"Madison County, NC"	37115	80.74594594594590	80.92336782394030	79.59869627215320	77.55081300813010	76.16999747027570	74.00020147073640	73.90016070711130	74.98500899460320	76.03636543307480
HOWNRATEACS037117	"Martin County, NC"	37117	69.42686130129610	69.87580228390430	69.09211453196870	67.85981230794780	68.69390992194350	68.95057833859100	66.12937433722160	67.92533607329390	66.52077826407250
HOWNRATEACS037111	"McDowell County, NC"	37111	75.72088202035430	73.38956704612990	72.38761604243840	73.19432404069900	72.39375640879570	70.99447513812150	70.05352486390040	70.14898131459470	71.27606300646450
HOWNRATEACS037119	"Mecklenburg County, NC"	37119	66.58505081473910	65.32774354242050	64.37605647249100	63.10204242801160	61.64476020933190	60.87114790694550	59.63726403288870	59.17038259230600	58.99989403578450
HOWNRATEACS037121	"Mitchell County, NC"	37121	77.89717521395020	77.68149431927590	76.04505795025390	77.76902887139110	78.15719947159840	79.24666179499100	77.32220367278800	80.20610278372590	78.63979509301700
HOWNRATEACS037123	"Montgomery County, NC"	37123	75.77742019982790	76.69002939181550	75.39183766184600	73.03741471095450	70.97488644468640	70.88017445576570	70.94452773613190	70.90012794460750	70.48963220826400
HOWNRATEACS037125	"Moore County, NC"	37125	77.55879410311120	77.30002713896330	77.31340851692800	75.00086101002220	73.80844406149380	74.65425412880990	74.53770187570420	74.28720899816900	75.36100693995430
HOWNRATEACS037127	"Nash County, NC"	37127	65.40987567543820	64.61219509561500	64.39561149452510	64.47817226214740	64.83757917412410	65.32723850497450	66.30884817036920	66.90080539386250	67.17001629549160
HOWNRATEACS037129	"New Hanover County, NC"	37129	65.10426257921250	63.97889428950170	62.41393773849350	61.75413081242680	60.77971252771340	59.48344963584770	59.31448564616490	59.39638307009590	60.19677366332450
HOWNRATEACS037131	"Northampton County, NC"	37131	72.26324396649980	74.15688980906370	74.40946723420180	70.34190049516620	71.82000765110940	71.35702824913700	67.77508770196160	66.07007814469370	68.24992355519310
HOWNRATEACS037133	"Onslow County, NC"	37133	55.81315860283480	56.77491005579530	57.35287532067070	56.74278622401490	55.23329206052000	55.22649423485360	55.32223874828720	54.45323395464300	54.65727715897670
HOWNRATEACS037135	"Orange County, NC"	37135	66.03781734000190	65.25240294905500	64.57221892906540	64.30141414141410	63.90786881077990	63.51214056753120	63.23217350600720	64.60600244555540	64.28892494990820
HOWNRATEACS037137	"Pamlico County, NC"	37137	79.39264328485880	80.57753487233870	81.57767770987460	79.82357658380110	78.08537955384370	75.98808661353940	74.72242483183400	75.01432195760700	74.06306752517750
HOWNRATEACS037139	"Pasquotank County, NC"	37139	65.76643105812850	66.18775208920990	66.16523650062790	64.42511168586880	62.90111157718120	63.26374812435830	61.20671396801860	58.60812679502180	59.20780372450490
HOWNRATEACS037141	"Pender County, NC"	37141	79.24749163879600	79.72412383774390	77.23496045378280	76.06466259589790	75.88855392768680	76.56834940442430	76.44359393579070	77.52847648539500	78.69253255381350
HOWNRATEACS037143	"Perquimans County, NC"	37143	76.96532502664150	78.02248575388880	78.36892908717790	80.50248232285240	78.18372389009510	77.69408606160040	77.48023273161270	75.91180866965620	71.73734814041890
HOWNRATEACS037145	"Person County, NC"	37145	71.64449321080790	74.13761635334920	72.77419354838710	73.71022551745440	72.24608420565310	70.58641657219420	70.96549410276920	71.40345888374740	73.11605805485250
HOWNRATEACS037147	"Pitt County, NC"	37147	58.73423970052860	58.49387378909850	57.90244764959960	56.49962204295080	55.69855404368320	54.58440394023460	54.04873393182020	53.89106671246020	54.02546603549740
HOWNRATEACS037149	"Polk County, NC"	37149	79.12623961404450	80.29897479925260	79.28053959530350	73.38190528469490	72.60479041916170	75.11124443777810	73.69501025974680	72.81281281281280	73.51243781094530
HOWNRATEACS037151	"Randolph County, NC"	37151	74.02811762491490	74.86880424439890	74.53975434477620	74.18738731034290	74.37327290422030	74.48726952845110	72.60940492233490	72.57007657597030	72.01205151598740
HOWNRATEACS037153	"Richmond County, NC"	37153	70.18048594097680	69.18753306295190	68.63403428167520	67.96764809590970	65.47576936681990	66.03945641778430	63.40311205642000	65.38634929221890	65.89695220345920
HOWNRATEACS037155	"Robeson County, NC"	37155	67.90796221539150	66.87037008277550	66.97192404887210	65.77091057022900	64.47642679900740	63.78769895614600	62.77405023810610	63.76335000418670	65.13857403463780
HOWNRATEACS037157	"Rockingham County, NC"	37157	72.22614295481110	73.10952644546470	73.14942428945060	72.09982283186420	70.94902610857850	70.74076508479030	69.78928382896360	68.97839659649700	69.35405105438400
HOWNRATEACS037159	"Rowan County, NC"	37159	72.70687131759670	71.34791760637500	70.25776153660300	68.39626538874660	67.90354728970280	66.76466847708180	66.77036473370490	67.11791497975710	68.25481679474330
HOWNRATEACS037161	"Rutherford County, NC"	37161	70.83982852689010	70.74431584244480	72.14395355552520	72.46082809779730	70.96681446060260	70.73866221750340	69.29332927200730	70.11876774646600	69.64269312023520
HOWNRATEACS037163	"Sampson County, NC"	37163	69.28055484530810	68.30791901588930	67.91573602429580	69.02810679300850	69.50805564851560	69.58215410055010	70.77050196240450	70.00875726454900	69.94769073743300
HOWNRATEACS037165	"Scotland County, NC"	37165	65.73231159253280	66.43313595591250	68.14398848092150	66.39953877198040	64.87485448195580	65.21598208497850	64.23524522028260	63.11067098787660	62.70888302550570
HOWNRATEACS037167	"Stanly County, NC"	37167	75.41769041769040	77.46692131660900	75.19821136813140	74.70678137825630	73.73493149510430	73.02847754654980	70.89973326037890	71.25070451401340	72.01523628139510
HOWNRATEACS037169	"Stokes County, NC"	37169	82.63704686118480	83.77358490566040	81.64358897415010	79.97854767778610	83.04552590266880	81.14869094127040	78.69353266168350	78.63874801384320	78.66681284946830
HOWNRATEACS037171	"Surry County, NC"	37171	75.65386129703580	75.46317403738550	74.94374732540960	74.46480018747500	73.67441219058130	72.01331252675630	71.85608002327550	72.85865596343060	73.62840794345340
HOWNRATEACS037173	"Swain County, NC"	37173	80.39895255699320	82.16569874292430	84.70640111707210	80.09644892590970	75.67429654468580	74.41118921660990	71.74194476409670	67.96019188086200	69.76961171319890
HOWNRATEACS037175	"Transylvania County, NC"	37175	75.18015235742230	76.75298225196390	80.12349588347060	78.51526729609400	76.64708483355440	77.69427515867250	76.83697989123560	74.72499842856240	74.85097219187920
HOWNRATEACS037177	"Tyrrell County, NC"	37177	77.65278200060810	71.92285876347140	78.74666666666670	75.85006693440430	71.53384279475980	72.45179063360880	73.74333052513340	68.98769574944070	69.19976971790440
HOWNRATEACS037179	"Union County, NC"	37179	80.39661410714580	82.44644750795330	83.40568605241170	82.41397267956580	81.73296697355030	80.79609140630280	79.28881778854800	78.93097959505680	79.91607259765770
HOWNRATEACS037181	"Vance County, NC"	37181	65.63017744375350	63.09101654846340	63.45210927084980	61.38786017523260	60.74842383567220	62.73753911742030	62.71522273845310	60.10633421945180	59.18460938753980
HOWNRATEACS037183	"Wake County, NC"	37183	70.07203367267710	69.93530354324540	70.16913513696020	69.15433573525970	68.37711855067990	67.91922518430460	67.28672609252440	66.40642609782590	66.90065915814600
HOWNRATEACS037185	"Warren County, NC"	37185	78.24743347999160	72.16172664680890	70.96742494963890	69.44279493269990	69.05118976204760	70.18425460636520	70.93250901597110	69.19328079635010	71.43154715409050
HOWNRATEACS037187	"Washington County, NC"	37187	68.25673534072900	68.27184466019420	69.87544210364450	69.78634463539250	69.36063779896830	64.64319545311020	67.19724844024960	62.12010697787500	60.89243158846250
HOWNRATEACS037189	"Watauga County, NC"	37189	61.75692855326720	59.75482878726190	58.70524656608870	57.65723999381860	56.43112000696200	56.70269571957630	57.14742496589360	58.02354136675420	58.82537294722330
HOWNRATEACS037191	"Wayne County, NC"	37191	64.36751908009490	64.85501628159400	64.21388735152620	63.28373040937150	61.22093507792320	61.02417854928700	60.32850321093360	59.49258860379650	60.56667490322050
HOWNRATEACS037193	"Wilkes County, NC"	37193	75.06334910700660	74.93212802488880	73.80749948693890	74.37703141928490	73.93222525137040	73.17395324263640	73.92391288363410	75.09271250294330	75.14236270319040
HOWNRATEACS037195	"Wilson County, NC"	37195	61.87634920422090	61.73452967907210	61.51867135360950	60.43357013968630	59.76226637713540	59.09648661508030	59.67604859271110	59.11686429347890	59.49747610756920
HOWNRATEACS037197	"Yadkin County, NC"	37197	78.63270995155480	79.05695039804040	79.18444132375930	78.45331640077260	77.72985844688450	77.91267926729050	76.30698119222190	77.14369564057410	76.89250466791140
HOWNRATEACS037199	"Yancey County, NC"	37199	80.14834205933680	79.51753155680220	76.72121896162530	76.67025556751860	76.58144963844450	75.44290776088700	75.13473225547530	75.24366471734890	73.80815952326380
